crop,patent_number,patent_abstract,patent_date,patent_title,patent_type,patent_year,Applicant,app_number,app_id,appcit_app_number,assignee_state_fips,assignee_county_fips,assignee_country,assignee_longitude,assignee_latitude,assignee_city,assignee_total_num_patents,citedby_patent_number,citedby_patent_title,cpc_category,cpc_subsection_title,cpc_group_title,cpc_group_id,cpc_sequence,cpc_subgroup_id,cpc_subgroup_title,cpc_total_num_assignees,cpc_total_num_patents,examiner_id,lawyer_id,nber_category_id,nber_category_title,nber_subcategory_id,nber_subcategory_title,nber_total_num_assignees,nber_total_num_patents,abstract_title,patent_decade,assignee_organization_namestandard,assignee_key_id,inventor_key_id,crop_shortname,crop_type,crop_type2,patent_type_orig,url,keras_predict,valueuse_ifcpc_A01H6,ifcpc_A01H6_known,.pred_1,.pred_class,group
cherry,PP6676,"The new variety of Cherry Tree, named `Brooks`, produces early-maturing fruit of very high quality which is very large, symmetrical and uniform in size. The fruit ripens about one week after `Early Burlat`, and about one week prior to `Bing`. The fruit is also characterized by having a fruit quality and firmness superior to `Early Burlat` and sweet, well balanced rich flavor which is exceptional for early season maturity.",1989-03-14,Cherry tree named Brooks,plant,1989,The Regents of the University of California,07107135,07/107135,NA,06] NA,06001] NA,US] NA,-122.273] NA,37.8708] NA,Berkeley] NA,13731] NA,PP29048] PP8132] PP8194] PP9787] NA,Cherry tree named ‘SMS-16-CA 2014-16’] Cherry tree rootstock `Brooks-60`] Cherry rootstock: Brooks-2 cultivar] Cherry tree: `Red Crystal`] NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,so3t60u4qp4vjh8nm5z76oen3,13f25bc892ab5bac52156cd7bbb0807d,NA,NA,NA,NA,NA,NA,"The new variety of Cherry Tree, named `Brooks`, produces early-maturing fruit of very high quality which is very large, symmetrical and uniform in size. The fruit ripens about one week after `Early Burlat`, and about one week prior to `Bing`. The fruit is also characterized by having a fruit quality and firmness superior to `Early Burlat` and sweet, well balanced rich flavor which is exceptional for early season maturity.. Cherry tree named Brooks",1990,,,,cherry,specialty,specialty,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/PP6676,predicted,0,unknown,0.48772469162941,0,88
cherry,PP6676,"The new variety of Cherry Tree, named `Brooks`, produces early-maturing fruit of very high quality which is very large, symmetrical and uniform in size. The fruit ripens about one week after `Early Burlat`, and about one week prior to `Bing`. The fruit is also characterized by having a fruit quality and firmness superior to `Early Burlat` and sweet, well balanced rich flavor which is exceptional for early season maturity.",1989-03-14,Cherry tree named Brooks,plant,1989,The Regents of the University of California,07107135,07/107135,NA,06] NA,06001] NA,US] NA,-122.273] NA,37.8708] NA,Berkeley] NA,13731] NA,PP29048] PP8132] PP8194] PP9787] NA,Cherry tree named ‘SMS-16-CA 2014-16’] Cherry tree rootstock `Brooks-60`] Cherry rootstock: Brooks-2 cultivar] Cherry tree: `Red Crystal`] NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,so3t60u4qp4vjh8nm5z76oen3,13f25bc892ab5bac52156cd7bbb0807d,NA,NA,NA,NA,NA,NA,"The new variety of Cherry Tree, named `Brooks`, produces early-maturing fruit of very high quality which is very large, symmetrical and uniform in size. The fruit ripens about one week after `Early Burlat`, and about one week prior to `Bing`. The fruit is also characterized by having a fruit quality and firmness superior to `Early Burlat` and sweet, well balanced rich flavor which is exceptional for early season maturity.. Cherry tree named Brooks",1990,,,,cherry,specialty,specialty,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/PP6676,predicted,0,unknown,0.48772469162941,0,88
blackberry,PP6678,"Description and specifications of a new and distinct blackberry variety which originated from seed produced by a hand-pollinated cross of Arkansas Selection 526 (non-patented) and Rosborough (non-patented) is provided. This new blackberry variety can be distinguished by its very early fruit ripening, very erect cane growth habit, small seed size, and excellent fruit quality.",1989-03-21,Choctaw Blackberry,plant,1989,The Board of Trustees of the University of Arkansas,07118622,07/118622,NA,05] NA,05143] NA,US] NA,-94.1574] NA,36.0626] NA,Fayetteville] NA,401] NA,PP9407] NA,`Everthornless` blackberry] NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cri9kjs6e6qimatjwlnd1p53j,NA,NA,NA,NA,NA,NA,NA,"Description and specifications of a new and distinct blackberry variety which originated from seed produced by a hand-pollinated cross of Arkansas Selection 526 (non-patented) and Rosborough (non-patented) is provided. This new blackberry variety can be distinguished by its very early fruit ripening, very erect cane growth habit, small seed size, and excellent fruit quality.. Choctaw Blackberry",1990,,,,blackberry,specialty,specialty,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/PP6678,predicted,0,unknown,0.491526514291763,0,88
blackberry,PP6678,"Description and specifications of a new and distinct blackberry variety which originated from seed produced by a hand-pollinated cross of Arkansas Selection 526 (non-patented) and Rosborough (non-patented) is provided. This new blackberry variety can be distinguished by its very early fruit ripening, very erect cane growth habit, small seed size, and excellent fruit quality.",1989-03-21,Choctaw Blackberry,plant,1989,The Board of Trustees of the University of Arkansas,07118622,07/118622,NA,05] NA,05143] NA,US] NA,-94.1574] NA,36.0626] NA,Fayetteville] NA,401] NA,PP9407] NA,`Everthornless` blackberry] NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cri9kjs6e6qimatjwlnd1p53j,NA,NA,NA,NA,NA,NA,NA,"Description and specifications of a new and distinct blackberry variety which originated from seed produced by a hand-pollinated cross of Arkansas Selection 526 (non-patented) and Rosborough (non-patented) is provided. This new blackberry variety can be distinguished by its very early fruit ripening, very erect cane growth habit, small seed size, and excellent fruit quality.. Choctaw Blackberry",1990,,,,blackberry,specialty,specialty,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/PP6678,predicted,0,unknown,0.491526514291763,0,88
blackberry,PP6678,"Description and specifications of a new and distinct blackberry variety which originated from seed produced by a hand-pollinated cross of Arkansas Selection 526 (non-patented) and Rosborough (non-patented) is provided. This new blackberry variety can be distinguished by its very early fruit ripening, very erect cane growth habit, small seed size, and excellent fruit quality.",1989-03-21,Choctaw Blackberry,plant,1989,University of Arkansas Technology Development Foundation,07118622,,,5,5143,US,-94.2055,36.0693,Fayetteville,114,PP9407,`Everthornless` blackberry,,,,,,,,,,cri9kjs6e6qimatjwlnd1p53j,NA,,,,,,,"Description and specifications of a new and distinct blackberry variety which originated from seed produced by a hand-pollinated cross of Arkansas Selection 526 (non-patented) and Rosborough (non-patented) is provided. This new blackberry variety can be distinguished by its very early fruit ripening, very erect cane growth habit, small seed size, and excellent fruit quality.. Choctaw Blackberry",1990,University of Arkanas,30728,393880,blackberry,specialty,specialty,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/PP6678,predicted,0,unknown,0.491526514291763,0,88
blackberry,PP6678,"Description and specifications of a new and distinct blackberry variety which originated from seed produced by a hand-pollinated cross of Arkansas Selection 526 (non-patented) and Rosborough (non-patented) is provided. This new blackberry variety can be distinguished by its very early fruit ripening, very erect cane growth habit, small seed size, and excellent fruit quality.",1989-03-21,Choctaw Blackberry,plant,1989,University of Arkansas Technology Development Foundation,07118622,,,5,5143,US,-94.2055,36.0693,Fayetteville,114,PP9407,`Everthornless` blackberry,,,,,,,,,,cri9kjs6e6qimatjwlnd1p53j,NA,,,,,,,"Description and specifications of a new and distinct blackberry variety which originated from seed produced by a hand-pollinated cross of Arkansas Selection 526 (non-patented) and Rosborough (non-patented) is provided. This new blackberry variety can be distinguished by its very early fruit ripening, very erect cane growth habit, small seed size, and excellent fruit quality.. Choctaw Blackberry",1990,University of Arkanas,30728,393880,blackberry,specialty,specialty,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/PP6678,predicted,0,unknown,0.491526514291763,0,88
blackberry,PP6679,"Description and specifications of a new and distinct blackberry variety which originated from seed produced by a hand-pollinated cross of Arkansas Selection 583 (non-patented) and Arkansas Selection 631 (non-patented) is provided. This new blackberry variety can be distinguished by its thornless canes with erect growth habit, its late ripening, and its excellent fruit flavor.",1989-03-21,Blackberry--Navaho Cultivar,plant,1989,The Board of Trustees of the University of Arkansas,07118781,07/118781,NA,05] NA,05143] NA,US] NA,-94.1574] NA,36.0626] NA,Fayetteville] NA,401] NA,PP20891] PP22449] PP24249] PP25864] PP26120] PP26368] PP26405] PP26413] PP26902] PP26990] PP27681] PP27746] PP28548] PP28598] PP31110] PP31291] PP31292] PP31690] PP31825] PP31826] PP32268] PP32965] PP33067] PP33068] PP33088] PP33115] PP33140] PP33329] PP33330] PP34069] PP34291] PP34320] PP34481] PP8333] PP8510] PP9407] NA,Blackberry plant named ‘Natchez’] Blackberry plant named ‘APF-45’] Blackberry plant named ‘APF-77’] Blackberry plant named ‘A-2312’] Blackberry plant named ‘Osage’] Blackberry plant named ‘Camila’] Blackberry plant named ‘A-1960’] Blackberry plant named ‘Amara’] Blackberry plant named ‘Emilia’] Blackberry plant named ‘APF-153T’] Blackberry plant named ‘DrisBlackThirteen’] Blackberry plant named ‘DrisBlackTwelve’] Blackberry plant named ‘DrisBlackSixteen’] Blackberry plant named ‘APF-190T’] Blackberry plant variety named ‘DrisBlackEighteen’] Blackberry plant named ‘DrisBlackSeventeen’] Blackberry plant named ‘MM01’] Blackberry plant named ‘APF-205T’] Blackberry plant variety named ‘DrisBlackNineteen’] Blackberry plant variety named ‘DrisBlackTwenty’] Blackberry plant variety named ‘DrisBlackTwentyOne’] Blackberry plant named ‘A-2454T’] Blackberry plant variety named ‘DrisBlackTwentyThree’] Blackberry plant variety named ‘DrisBlackTwentyTwo’] Blackberry plant variety named ‘DrisBlackTwentyFour’] Blackberry plant named ‘Caddo’] Blackberry plant named ‘A-2491T’] Blackberry plant named ‘APF-238T’] Blackberry plant named ‘Ponca’] Blackberry plant named ‘DrisBlackTwentyFive’] Blackberry plant named ‘DrisBlackTwentySeven’] Blackberry plant named ‘DrisBlackTwentySix’] Blackberry plant named ‘DrisBlackTwentyEight’] Blackberry plant named Illini Hardy] Blackberry -- Arapaho cultivar] `Everthornless` blackberry] NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j0ix4o0iels0hjs7u1jg3qvge,NA,NA,NA,NA,NA,NA,NA,"Description and specifications of a new and distinct blackberry variety which originated from seed produced by a hand-pollinated cross of Arkansas Selection 583 (non-patented) and Arkansas Selection 631 (non-patented) is provided. This new blackberry variety can be distinguished by its thornless canes with erect growth habit, its late ripening, and its excellent fruit flavor.. Blackberry--Navaho Cultivar",1990,,,,blackberry,specialty,specialty,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/PP6679,predicted,0,unknown,0.491561651229858,0,88
blackberry,PP6679,"Description and specifications of a new and distinct blackberry variety which originated from seed produced by a hand-pollinated cross of Arkansas Selection 583 (non-patented) and Arkansas Selection 631 (non-patented) is provided. This new blackberry variety can be distinguished by its thornless canes with erect growth habit, its late ripening, and its excellent fruit flavor.",1989-03-21,Blackberry--Navaho Cultivar,plant,1989,The Board of Trustees of the University of Arkansas,07118781,07/118781,NA,05] NA,05143] NA,US] NA,-94.1574] NA,36.0626] NA,Fayetteville] NA,401] NA,PP20891] PP22449] PP24249] PP25864] PP26120] PP26368] PP26405] PP26413] PP26902] PP26990] PP27681] PP27746] PP28548] PP28598] PP31110] PP31291] PP31292] PP31690] PP31825] PP31826] PP32268] PP32965] PP33067] PP33068] PP33088] PP33115] PP33140] PP33329] PP33330] PP34069] PP34291] PP34320] PP34481] PP8333] PP8510] PP9407] NA,Blackberry plant named ‘Natchez’] Blackberry plant named ‘APF-45’] Blackberry plant named ‘APF-77’] Blackberry plant named ‘A-2312’] Blackberry plant named ‘Osage’] Blackberry plant named ‘Camila’] Blackberry plant named ‘A-1960’] Blackberry plant named ‘Amara’] Blackberry plant named ‘Emilia’] Blackberry plant named ‘APF-153T’] Blackberry plant named ‘DrisBlackThirteen’] Blackberry plant named ‘DrisBlackTwelve’] Blackberry plant named ‘DrisBlackSixteen’] Blackberry plant named ‘APF-190T’] Blackberry plant variety named ‘DrisBlackEighteen’] Blackberry plant named ‘DrisBlackSeventeen’] Blackberry plant named ‘MM01’] Blackberry plant named ‘APF-205T’] Blackberry plant variety named ‘DrisBlackNineteen’] Blackberry plant variety named ‘DrisBlackTwenty’] Blackberry plant variety named ‘DrisBlackTwentyOne’] Blackberry plant named ‘A-2454T’] Blackberry plant variety named ‘DrisBlackTwentyThree’] Blackberry plant variety named ‘DrisBlackTwentyTwo’] Blackberry plant variety named ‘DrisBlackTwentyFour’] Blackberry plant named ‘Caddo’] Blackberry plant named ‘A-2491T’] Blackberry plant named ‘APF-238T’] Blackberry plant named ‘Ponca’] Blackberry plant named ‘DrisBlackTwentyFive’] Blackberry plant named ‘DrisBlackTwentySeven’] Blackberry plant named ‘DrisBlackTwentySix’] Blackberry plant named ‘DrisBlackTwentyEight’] Blackberry plant named Illini Hardy] Blackberry -- Arapaho cultivar] `Everthornless` blackberry] NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j0ix4o0iels0hjs7u1jg3qvge,NA,NA,NA,NA,NA,NA,NA,"Description and specifications of a new and distinct blackberry variety which originated from seed produced by a hand-pollinated cross of Arkansas Selection 583 (non-patented) and Arkansas Selection 631 (non-patented) is provided. This new blackberry variety can be distinguished by its thornless canes with erect growth habit, its late ripening, and its excellent fruit flavor.. Blackberry--Navaho Cultivar",1990,,,,blackberry,specialty,specialty,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/PP6679,predicted,0,unknown,0.491561651229858,0,88
blackberry,PP6679,"Description and specifications of a new and distinct blackberry variety which originated from seed produced by a hand-pollinated cross of Arkansas Selection 583 (non-patented) and Arkansas Selection 631 (non-patented) is provided. This new blackberry variety can be distinguished by its thornless canes with erect growth habit, its late ripening, and its excellent fruit flavor.",1989-03-21,Blackberry--Navaho Cultivar,plant,1989,University of Arkansas Technology Development Foundation,07118781,,,5,5143,US,-94.2055,36.0693,Fayetteville,114,"PP20891, PP22449, PP24249, PP25864, PP26120, PP26368, PP26405, PP26413, PP26902, PP26990, PP27681, PP27746, PP28548, PP28598, PP31110, PP31291, PP31292, PP31690, PP31825, PP31826, PP32268, PP32965, PP33067, PP33068, PP33088, PP33115, PP33140, PP33329, PP33330, PP8333, PP8510, PP9407","Blackberry plant named ‘Natchez’, Blackberry plant named ‘APF-45’, Blackberry plant named ‘APF-77’, Blackberry plant named ‘A-2312’, Blackberry plant named ‘Osage’, Blackberry plant named ‘Camila’, Blackberry plant named ‘A-1960’, Blackberry plant named ‘Amara’, Blackberry plant named ‘Emilia’, Blackberry plant named ‘APF-153T’, Blackberry plant named ‘DrisBlackThirteen’, Blackberry plant named ‘DrisBlackTwelve’, Blackberry plant named ‘DrisBlackSixteen’, Blackberry plant named ‘APF-190T’, Blackberry plant variety named ‘DrisBlackEighteen’, Blackberry plant named ‘DrisBlackSeventeen’, Blackberry plant named ‘MM01’, Blackberry plant named ‘APF-205T’, Blackberry plant variety named ‘DrisBlackNineteen’, Blackberry plant variety named ‘DrisBlackTwenty’, Blackberry plant variety named ‘DrisBlackTwentyOne’, Blackberry plant named ‘A-2454T’, Blackberry plant variety named ‘DrisBlackTwentyThree’, Blackberry plant variety named ‘DrisBlackTwentyTwo’, Blackberry plant variety named ‘DrisBlackTwentyFour’, Blackberry plant named ‘Caddo’, Blackberry plant named ‘A-2491T’, Blackberry plant named ‘APF-238T’, Blackberry plant named ‘Ponca’, Blackberry plant named Illini Hardy, Blackberry -- Arapaho cultivar, `Everthornless` blackberry",,,,,,,,,,j0ix4o0iels0hjs7u1jg3qvge,NA,,,,,,,"Description and specifications of a new and distinct blackberry variety which originated from seed produced by a hand-pollinated cross of Arkansas Selection 583 (non-patented) and Arkansas Selection 631 (non-patented) is provided. This new blackberry variety can be distinguished by its thornless canes with erect growth habit, its late ripening, and its excellent fruit flavor.. Blackberry--Navaho Cultivar",1990,University of Arkanas,30728,393880,blackberry,specialty,specialty,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/PP6679,predicted,0,unknown,0.491561651229858,0,88
blackberry,PP6679,"Description and specifications of a new and distinct blackberry variety which originated from seed produced by a hand-pollinated cross of Arkansas Selection 583 (non-patented) and Arkansas Selection 631 (non-patented) is provided. This new blackberry variety can be distinguished by its thornless canes with erect growth habit, its late ripening, and its excellent fruit flavor.",1989-03-21,Blackberry--Navaho Cultivar,plant,1989,University of Arkansas Technology Development Foundation,07118781,,,5,5143,US,-94.2055,36.0693,Fayetteville,114,"PP20891, PP22449, PP24249, PP25864, PP26120, PP26368, PP26405, PP26413, PP26902, PP26990, PP27681, PP27746, PP28548, PP28598, PP31110, PP31291, PP31292, PP31690, PP31825, PP31826, PP32268, PP32965, PP33067, PP33068, PP33088, PP33115, PP33140, PP33329, PP33330, PP8333, PP8510, PP9407","Blackberry plant named ‘Natchez’, Blackberry plant named ‘APF-45’, Blackberry plant named ‘APF-77’, Blackberry plant named ‘A-2312’, Blackberry plant named ‘Osage’, Blackberry plant named ‘Camila’, Blackberry plant named ‘A-1960’, Blackberry plant named ‘Amara’, Blackberry plant named ‘Emilia’, Blackberry plant named ‘APF-153T’, Blackberry plant named ‘DrisBlackThirteen’, Blackberry plant named ‘DrisBlackTwelve’, Blackberry plant named ‘DrisBlackSixteen’, Blackberry plant named ‘APF-190T’, Blackberry plant variety named ‘DrisBlackEighteen’, Blackberry plant named ‘DrisBlackSeventeen’, Blackberry plant named ‘MM01’, Blackberry plant named ‘APF-205T’, Blackberry plant variety named ‘DrisBlackNineteen’, Blackberry plant variety named ‘DrisBlackTwenty’, Blackberry plant variety named ‘DrisBlackTwentyOne’, Blackberry plant named ‘A-2454T’, Blackberry plant variety named ‘DrisBlackTwentyThree’, Blackberry plant variety named ‘DrisBlackTwentyTwo’, Blackberry plant variety named ‘DrisBlackTwentyFour’, Blackberry plant named ‘Caddo’, Blackberry plant named ‘A-2491T’, Blackberry plant named ‘APF-238T’, Blackberry plant named ‘Ponca’, Blackberry plant named Illini Hardy, Blackberry -- Arapaho cultivar, `Everthornless` blackberry",,,,,,,,,,j0ix4o0iels0hjs7u1jg3qvge,NA,,,,,,,"Description and specifications of a new and distinct blackberry variety which originated from seed produced by a hand-pollinated cross of Arkansas Selection 583 (non-patented) and Arkansas Selection 631 (non-patented) is provided. This new blackberry variety can be distinguished by its thornless canes with erect growth habit, its late ripening, and its excellent fruit flavor.. Blackberry--Navaho Cultivar",1990,University of Arkanas,30728,393880,blackberry,specialty,specialty,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/PP6679,predicted,0,unknown,0.491561651229858,0,88
