crop,patent_number,patent_abstract,patent_date,patent_title,patent_type,patent_year,Applicant,app_number,app_id,appcit_app_number,assignee_state_fips,assignee_county_fips,assignee_country,assignee_longitude,assignee_latitude,assignee_city,assignee_total_num_patents,citedby_patent_number,citedby_patent_title,cpc_category,cpc_subsection_title,cpc_group_title,cpc_group_id,cpc_sequence,cpc_subgroup_id,cpc_subgroup_title,cpc_total_num_assignees,cpc_total_num_patents,examiner_id,lawyer_id,nber_category_id,nber_category_title,nber_subcategory_id,nber_subcategory_title,nber_total_num_assignees,nber_total_num_patents,abstract_title,patent_decade,assignee_organization_namestandard,assignee_key_id,inventor_key_id,crop_shortname,crop_type,crop_type2,patent_type_orig,url,keras_predict,valueuse_ifcpc_A01H6,ifcpc_A01H6_known,.pred_1,.pred_class,group
nectarine,PP23865,"A new and distinct plum hybrid plant used as a rootstock that exhibits low vigor, good productivity, and is highly compatible with peach and nectarine varieties.",2013-09-03,Variety of Prunus rootstock named ‘Densipac’,plant,2013,"Agromillora Iberia, S.L.",13065946,13/065946,NA,NA,NA,ES] NA,2.17743] NA,41.3829] NA,Barcelona] NA,9] NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bdwp2b56xvp6nzwtuqeb3xyzj] hp9vr1zz40adtyukvqeubofrw,b7311163ae31283756ba34bd2daf2b69,NA,NA,NA,NA,NA,NA,"A new and distinct plum hybrid plant used as a rootstock that exhibits low vigor, good productivity, and is highly compatible with peach and nectarine varieties.. Variety of Prunus rootstock named ‘Densipac’",2010,,,,nectarine,specialty,specialty,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/PP23865,predicted,0,unknown,0.489268153905869,0,80
nectarine,PP23865,"A new and distinct plum hybrid plant used as a rootstock that exhibits low vigor, good productivity, and is highly compatible with peach and nectarine varieties.",2013-09-03,Variety of Prunus rootstock named ‘Densipac’,plant,2013,"Agromillora Iberia, S.L.",13065946,13/065946,NA,NA,NA,ES] NA,2.17743] NA,41.3829] NA,Barcelona] NA,9] NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bdwp2b56xvp6nzwtuqeb3xyzj] hp9vr1zz40adtyukvqeubofrw,b7311163ae31283756ba34bd2daf2b69,NA,NA,NA,NA,NA,NA,"A new and distinct plum hybrid plant used as a rootstock that exhibits low vigor, good productivity, and is highly compatible with peach and nectarine varieties.. Variety of Prunus rootstock named ‘Densipac’",2010,,,,nectarine,specialty,specialty,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/PP23865,predicted,0,unknown,0.489268153905869,0,80
peach,PP23865,"A new and distinct plum hybrid plant used as a rootstock that exhibits low vigor, good productivity, and is highly compatible with peach and nectarine varieties.",2013-09-03,Variety of Prunus rootstock named ‘Densipac’,plant,2013,"Agromillora Iberia, S.L.",13065946,13/065946,NA,NA,NA,ES] NA,2.17743] NA,41.3829] NA,Barcelona] NA,9] NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bdwp2b56xvp6nzwtuqeb3xyzj] hp9vr1zz40adtyukvqeubofrw,b7311163ae31283756ba34bd2daf2b69,NA,NA,NA,NA,NA,NA,"A new and distinct plum hybrid plant used as a rootstock that exhibits low vigor, good productivity, and is highly compatible with peach and nectarine varieties.. Variety of Prunus rootstock named ‘Densipac’",2010,,,,peach,specialty,specialty,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/PP23865,predicted,0,unknown,0.489268153905869,0,80
peach,PP23865,"A new and distinct plum hybrid plant used as a rootstock that exhibits low vigor, good productivity, and is highly compatible with peach and nectarine varieties.",2013-09-03,Variety of Prunus rootstock named ‘Densipac’,plant,2013,"Agromillora Iberia, S.L.",13065946,13/065946,NA,NA,NA,ES] NA,2.17743] NA,41.3829] NA,Barcelona] NA,9] NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bdwp2b56xvp6nzwtuqeb3xyzj] hp9vr1zz40adtyukvqeubofrw,b7311163ae31283756ba34bd2daf2b69,NA,NA,NA,NA,NA,NA,"A new and distinct plum hybrid plant used as a rootstock that exhibits low vigor, good productivity, and is highly compatible with peach and nectarine varieties.. Variety of Prunus rootstock named ‘Densipac’",2010,,,,peach,specialty,specialty,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/PP23865,predicted,0,unknown,0.489268153905869,0,80
peach,PP23865,"A new and distinct plum hybrid plant used as a rootstock that exhibits low vigor, good productivity, and is highly compatible with peach and nectarine varieties.",2013-09-03,Variety of Prunus rootstock named ‘Densipac’,plant,2013,"Agromillora Iberia, S.L.",13065946,13/065946,NA,NA,NA,ES] NA,2.17743] NA,41.3829] NA,Barcelona] NA,9] NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bdwp2b56xvp6nzwtuqeb3xyzj] hp9vr1zz40adtyukvqeubofrw,b7311163ae31283756ba34bd2daf2b69,NA,NA,NA,NA,NA,NA,"A new and distinct plum hybrid plant used as a rootstock that exhibits low vigor, good productivity, and is highly compatible with peach and nectarine varieties.. Variety of Prunus rootstock named ‘Densipac’",2010,,,,peach,specialty,specialty,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/PP23865,predicted,0,unknown,0.489268153905869,0,80
plum,PP23865,"A new and distinct plum hybrid plant used as a rootstock that exhibits low vigor, good productivity, and is highly compatible with peach and nectarine varieties.",2013-09-03,Variety of Prunus rootstock named ‘Densipac’,plant,2013,"Agromillora Iberia, S.L.",13065946,13/065946,NA,NA,NA,ES] NA,2.17743] NA,41.3829] NA,Barcelona] NA,9] NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bdwp2b56xvp6nzwtuqeb3xyzj] hp9vr1zz40adtyukvqeubofrw,b7311163ae31283756ba34bd2daf2b69,NA,NA,NA,NA,NA,NA,"A new and distinct plum hybrid plant used as a rootstock that exhibits low vigor, good productivity, and is highly compatible with peach and nectarine varieties.. Variety of Prunus rootstock named ‘Densipac’",2010,,,,plum,specialty,specialty,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/PP23865,predicted,0,unknown,0.489268153905869,0,80
plum,PP23865,"A new and distinct plum hybrid plant used as a rootstock that exhibits low vigor, good productivity, and is highly compatible with peach and nectarine varieties.",2013-09-03,Variety of Prunus rootstock named ‘Densipac’,plant,2013,"Agromillora Iberia, S.L.",13065946,13/065946,NA,NA,NA,ES] NA,2.17743] NA,41.3829] NA,Barcelona] NA,9] NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bdwp2b56xvp6nzwtuqeb3xyzj] hp9vr1zz40adtyukvqeubofrw,b7311163ae31283756ba34bd2daf2b69,NA,NA,NA,NA,NA,NA,"A new and distinct plum hybrid plant used as a rootstock that exhibits low vigor, good productivity, and is highly compatible with peach and nectarine varieties.. Variety of Prunus rootstock named ‘Densipac’",2010,,,,plum,specialty,specialty,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/PP23865,predicted,0,unknown,0.489268153905869,0,80
plum,PP23865,"A new and distinct plum hybrid plant used as a rootstock that exhibits low vigor, good productivity, and is highly compatible with peach and nectarine varieties.",2013-09-03,Variety of Prunus rootstock named ‘Densipac’,plant,2013,"Agromillora Iberia, S.L.",13065946,13/065946,NA,NA,NA,ES] NA,2.17743] NA,41.3829] NA,Barcelona] NA,9] NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bdwp2b56xvp6nzwtuqeb3xyzj] hp9vr1zz40adtyukvqeubofrw,b7311163ae31283756ba34bd2daf2b69,NA,NA,NA,NA,NA,NA,"A new and distinct plum hybrid plant used as a rootstock that exhibits low vigor, good productivity, and is highly compatible with peach and nectarine varieties.. Variety of Prunus rootstock named ‘Densipac’",2010,,,,plum,specialty,specialty,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/PP23865,predicted,0,unknown,0.489268153905869,0,80
peach,PP23866,"The present invention relates to a new and distinct variety of peach tree, Prunus persica, broadly characterized by a large size, vigorous, hardy, self-fertile, productive and regular bearing tree. The variety blooms between the early and mid season and requires about 550 chilling hours. The fruit matures under the ecological conditions described in the latter part of May, with first picking on May 20, 2011. The fruit is uniformly medium in size, a balance of acid and sugar in flavor, globose in shape, clingstone in type, firm and melting in texture, white in flesh color, and mostly red in skin color.",2013-09-03,Peach tree named ‘Ivory May’,plant,2013,,13374010,13/374010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cib75qyd7nfs9j0dd10spmw3t,NA,NA,NA,NA,NA,NA,NA,"The present invention relates to a new and distinct variety of peach tree, Prunus persica, broadly characterized by a large size, vigorous, hardy, self-fertile, productive and regular bearing tree. The variety blooms between the early and mid season and requires about 550 chilling hours. The fruit matures under the ecological conditions described in the latter part of May, with first picking on May 20, 2011. The fruit is uniformly medium in size, a balance of acid and sugar in flavor, globose in shape, clingstone in type, firm and melting in texture, white in flesh color, and mostly red in skin color.. Peach tree named ‘Ivory May’",2010,,,,peach,specialty,specialty,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/PP23866,predicted,0,unknown,0.492159843444824,0,80
peach,PP23867,"The present invention relates to a new and distinct variety of peach tree, Prunus persica, broadly characterized by a small size, somewhat weak, hardy, self-fertile, productive and regular bearing tree. The variety blooms during the early to mid season and requires about 475 chilling hours. The fruit matures under the ecological conditions described in mid September, with first picking on Sep. 13, 2011. The fruit is uniformly large in size, globose in shape, freestone in type, firm and melting in texture, white in flesh color, mostly red to pink in skin color, and lightly acidic in flavor.",2013-09-03,Peach tree named ‘Glacier Princess’,plant,2013,,13374013,13/374013,NA,NA,NA,NA,NA,NA,NA,NA,PP25745] PP27629] NA,Peach tree named ‘Pearl Princess XII’] Peach tree named ‘Pearl Princess XIII’] NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d1886vy0ucwqlmeqbqhgc89q7,NA,NA,NA,NA,NA,NA,NA,"The present invention relates to a new and distinct variety of peach tree, Prunus persica, broadly characterized by a small size, somewhat weak, hardy, self-fertile, productive and regular bearing tree. The variety blooms during the early to mid season and requires about 475 chilling hours. The fruit matures under the ecological conditions described in mid September, with first picking on Sep. 13, 2011. The fruit is uniformly large in size, globose in shape, freestone in type, firm and melting in texture, white in flesh color, mostly red to pink in skin color, and lightly acidic in flavor.. Peach tree named ‘Glacier Princess’",2010,,,,peach,specialty,specialty,Patent,https://image-ppubs.uspto.gov/dirsearch-public/print/downloadPdf/PP23867,predicted,0,unknown,0.492137163877487,0,80
